utc_iso,is_us_dst,offset_hours,broker_time_iso
2023-11-05T04:09:00Z,1,3,2023-11-05T07:09:00
2023-11-05T04:10:00Z,1,3,2023-11-05T07:10:00
2023-11-05T04:11:00Z,1,3,2023-11-05T07:11:00
2023-11-05T04:12:00Z,1,3,2023-11-05T07:12:00
2023-11-05T04:13:00Z,1,3,2023-11-05T07:13:00
2023-11-05T04:14:00Z,1,3,2023-11-05T07:14:00
2023-11-05T04:15:00Z,1,3,2023-11-05T07:15:00
2023-11-05T04:16:00Z,1,3,2023-11-05T07:16:00
2023-11-05T04:17:00Z,1,3,2023-11-05T07:17:00
2023-11-05T04:18:00Z,1,3,2023-11-05T07:18:00
2023-11-05T04:19:00Z,1,3,2023-11-05T07:19:00
2023-11-05T04:20:00Z,1,3,2023-11-05T07:20:00
2023-11-05T04:21:00Z,1,3,2023-11-05T07:21:00
2023-11-05T04:22:00Z,1,3,2023-11-05T07:22:00
2023-11-05T04:23:00Z,1,3,2023-11-05T07:23:00
2023-11-05T04:24:00Z,1,3,2023-11-05T07:24:00
2023-11-05T04:25:00Z,1,3,2023-11-05T07:25:00
2023-11-05T04:26:00Z,1,3,2023-11-05T07:26:00
2023-11-05T04:27:00Z,1,3,2023-11-05T07:27:00
2023-11-05T04:28:00Z,1,3,2023-11-05T07:28:00
2023-11-05T04:29:00Z,1,3,2023-11-05T07:29:00
2023-11-05T04:30:00Z,1,3,2023-11-05T07:30:00
2023-11-05T04:31:00Z,1,3,2023-11-05T07:31:00
2023-11-05T04:32:00Z,1,3,2023-11-05T07:32:00
2023-11-05T04:33:00Z,1,3,2023-11-05T07:33:00
2023-11-05T04:34:00Z,1,3,2023-11-05T07:34:00
2023-11-05T04:35:00Z,1,3,2023-11-05T07:35:00
2023-11-05T04:36:00Z,1,3,2023-11-05T07:36:00
2023-11-05T04:37:00Z,1,3,2023-11-05T07:37:00
2023-11-05T04:38:00Z,1,3,2023-11-05T07:38:00
2023-11-05T04:39:00Z,1,3,2023-11-05T07:39:00
2023-11-05T04:40:00Z,1,3,2023-11-05T07:40:00
2023-11-05T04:41:00Z,1,3,2023-11-05T07:41:00
2023-11-05T04:42:00Z,1,3,2023-11-05T07:42:00
2023-11-05T04:43:00Z,1,3,2023-11-05T07:43:00
2023-11-05T04:44:00Z,1,3,2023-11-05T07:44:00
2023-11-05T04:45:00Z,1,3,2023-11-05T07:45:00
2023-11-05T04:46:00Z,1,3,2023-11-05T07:46:00
2023-11-05T04:47:00Z,1,3,2023-11-05T07:47:00
2023-11-05T04:48:00Z,1,3,2023-11-05T07:48:00
2023-11-05T04:49:00Z,1,3,2023-11-05T07:49:00
2023-11-05T04:50:00Z,1,3,2023-11-05T07:50:00
2023-11-05T04:51:00Z,1,3,2023-11-05T07:51:00
2023-11-05T04:52:00Z,1,3,2023-11-05T07:52:00
2023-11-05T04:53:00Z,1,3,2023-11-05T07:53:00
2023-11-05T04:54:00Z,1,3,2023-11-05T07:54:00
2023-11-05T04:55:00Z,1,3,2023-11-05T07:55:00
2023-11-05T04:56:00Z,1,3,2023-11-05T07:56:00
2023-11-05T04:57:00Z,1,3,2023-11-05T07:57:00
2023-11-05T04:58:00Z,1,3,2023-11-05T07:58:00
2023-11-05T04:59:00Z,1,3,2023-11-05T07:59:00
2023-11-05T05:00:00Z,1,3,2023-11-05T08:00:00
2023-11-05T05:01:00Z,1,3,2023-11-05T08:01:00
2023-11-05T05:02:00Z,1,3,2023-11-05T08:02:00
2023-11-05T05:03:00Z,1,3,2023-11-05T08:03:00
2023-11-05T05:04:00Z,1,3,2023-11-05T08:04:00
2023-11-05T05:05:00Z,1,3,2023-11-05T08:05:00
2023-11-05T05:06:00Z,1,3,2023-11-05T08:06:00
2023-11-05T05:07:00Z,1,3,2023-11-05T08:07:00
2023-11-05T05:08:00Z,1,3,2023-11-05T08:08:00
2023-11-05T05:09:00Z,1,3,2023-11-05T08:09:00
2023-11-05T05:10:00Z,1,3,2023-11-05T08:10:00
2023-11-05T05:11:00Z,1,3,2023-11-05T08:11:00
2023-11-05T05:12:00Z,1,3,2023-11-05T08:12:00
2023-11-05T05:13:00Z,1,3,2023-11-05T08:13:00
2023-11-05T05:14:00Z,1,3,2023-11-05T08:14:00
2023-11-05T05:15:00Z,1,3,2023-11-05T08:15:00
2023-11-05T05:16:00Z,1,3,2023-11-05T08:16:00
2023-11-05T05:17:00Z,1,3,2023-11-05T08:17:00
2023-11-05T05:18:00Z,1,3,2023-11-05T08:18:00
2023-11-05T05:19:00Z,1,3,2023-11-05T08:19:00
2023-11-05T05:20:00Z,1,3,2023-11-05T08:20:00
2023-11-05T05:21:00Z,1,3,2023-11-05T08:21:00
2023-11-05T05:22:00Z,1,3,2023-11-05T08:22:00
2023-11-05T05:23:00Z,1,3,2023-11-05T08:23:00
2023-11-05T05:24:00Z,1,3,2023-11-05T08:24:00
2023-11-05T05:25:00Z,1,3,2023-11-05T08:25:00
2023-11-05T05:26:00Z,1,3,2023-11-05T08:26:00
2023-11-05T05:27:00Z,1,3,2023-11-05T08:27:00
2023-11-05T05:28:00Z,1,3,2023-11-05T08:28:00
2023-11-05T05:29:00Z,1,3,2023-11-05T08:29:00
2023-11-05T05:30:00Z,1,3,2023-11-05T08:30:00
2023-11-05T05:31:00Z,1,3,2023-11-05T08:31:00
2023-11-05T05:32:00Z,1,3,2023-11-05T08:32:00
2023-11-05T05:33:00Z,1,3,2023-11-05T08:33:00
2023-11-05T05:34:00Z,1,3,2023-11-05T08:34:00
2023-11-05T05:35:00Z,1,3,2023-11-05T08:35:00
2023-11-05T05:36:00Z,1,3,2023-11-05T08:36:00
2023-11-05T05:37:00Z,1,3,2023-11-05T08:37:00
2023-11-05T05:38:00Z,1,3,2023-11-05T08:38:00
2023-11-05T05:39:00Z,1,3,2023-11-05T08:39:00
2023-11-05T05:40:00Z,1,3,2023-11-05T08:40:00
2023-11-05T05:41:00Z,1,3,2023-11-05T08:41:00
2023-11-05T05:42:00Z,1,3,2023-11-05T08:42:00
2023-11-05T05:43:00Z,1,3,2023-11-05T08:43:00
2023-11-05T05:44:00Z,1,3,2023-11-05T08:44:00
2023-11-05T05:45:00Z,1,3,2023-11-05T08:45:00
2023-11-05T05:46:00Z,1,3,2023-11-05T08:46:00
2023-11-05T05:47:00Z,1,3,2023-11-05T08:47:00
2023-11-05T05:48:00Z,1,3,2023-11-05T08:48:00
2023-11-05T05:49:00Z,1,3,2023-11-05T08:49:00
2023-11-05T05:50:00Z,1,3,2023-11-05T08:50:00
2023-11-05T05:51:00Z,1,3,2023-11-05T08:51:00
2023-11-05T05:52:00Z,1,3,2023-11-05T08:52:00
2023-11-05T05:53:00Z,1,3,2023-11-05T08:53:00
2023-11-05T05:54:00Z,1,3,2023-11-05T08:54:00
2023-11-05T05:55:00Z,1,3,2023-11-05T08:55:00
2023-11-05T05:56:00Z,1,3,2023-11-05T08:56:00
2023-11-05T05:57:00Z,1,3,2023-11-05T08:57:00
2023-11-05T05:58:00Z,1,3,2023-11-05T08:58:00
2023-11-05T05:59:00Z,1,3,2023-11-05T08:59:00
2023-11-05T06:00:00Z,0,2,2023-11-05T08:00:00
2023-11-05T06:01:00Z,0,2,2023-11-05T08:01:00
2023-11-05T06:02:00Z,0,2,2023-11-05T08:02:00
2023-11-05T06:03:00Z,0,2,2023-11-05T08:03:00
2023-11-05T06:04:00Z,0,2,2023-11-05T08:04:00
2023-11-05T06:05:00Z,0,2,2023-11-05T08:05:00
2023-11-05T06:06:00Z,0,2,2023-11-05T08:06:00
2023-11-05T06:07:00Z,0,2,2023-11-05T08:07:00
2023-11-05T06:08:00Z,0,2,2023-11-05T08:08:00
2023-11-05T06:09:00Z,0,2,2023-11-05T08:09:00
2023-11-05T06:10:00Z,0,2,2023-11-05T08:10:00
2023-11-05T06:11:00Z,0,2,2023-11-05T08:11:00
2023-11-05T06:12:00Z,0,2,2023-11-05T08:12:00
2023-11-05T06:13:00Z,0,2,2023-11-05T08:13:00
2023-11-05T06:14:00Z,0,2,2023-11-05T08:14:00
2023-11-05T06:15:00Z,0,2,2023-11-05T08:15:00
2023-11-05T06:16:00Z,0,2,2023-11-05T08:16:00
2023-11-05T06:17:00Z,0,2,2023-11-05T08:17:00
2023-11-05T06:18:00Z,0,2,2023-11-05T08:18:00
2023-11-05T06:19:00Z,0,2,2023-11-05T08:19:00
2023-11-05T06:20:00Z,0,2,2023-11-05T08:20:00
2023-11-05T06:21:00Z,0,2,2023-11-05T08:21:00
2023-11-05T06:22:00Z,0,2,2023-11-05T08:22:00
2023-11-05T06:23:00Z,0,2,2023-11-05T08:23:00
2023-11-05T06:24:00Z,0,2,2023-11-05T08:24:00
2023-11-05T06:25:00Z,0,2,2023-11-05T08:25:00
2023-11-05T06:26:00Z,0,2,2023-11-05T08:26:00
2023-11-05T06:27:00Z,0,2,2023-11-05T08:27:00
2023-11-05T06:28:00Z,0,2,2023-11-05T08:28:00
2023-11-05T06:29:00Z,0,2,2023-11-05T08:29:00
2023-11-05T06:30:00Z,0,2,2023-11-05T08:30:00
2023-11-05T06:31:00Z,0,2,2023-11-05T08:31:00
2023-11-05T06:32:00Z,0,2,2023-11-05T08:32:00
2023-11-05T06:33:00Z,0,2,2023-11-05T08:33:00
2023-11-05T06:34:00Z,0,2,2023-11-05T08:34:00
2023-11-05T06:35:00Z,0,2,2023-11-05T08:35:00
2023-11-05T06:36:00Z,0,2,2023-11-05T08:36:00
2023-11-05T06:37:00Z,0,2,2023-11-05T08:37:00
2023-11-05T06:38:00Z,0,2,2023-11-05T08:38:00
2023-11-05T06:39:00Z,0,2,2023-11-05T08:39:00
2023-11-05T06:40:00Z,0,2,2023-11-05T08:40:00
2023-11-05T06:41:00Z,0,2,2023-11-05T08:41:00
2023-11-05T06:42:00Z,0,2,2023-11-05T08:42:00
2023-11-05T06:43:00Z,0,2,2023-11-05T08:43:00
2023-11-05T06:44:00Z,0,2,2023-11-05T08:44:00
2023-11-05T06:45:00Z,0,2,2023-11-05T08:45:00
2023-11-05T06:46:00Z,0,2,2023-11-05T08:46:00
2023-11-05T06:47:00Z,0,2,2023-11-05T08:47:00
2023-11-05T06:48:00Z,0,2,2023-11-05T08:48:00
2023-11-05T06:49:00Z,0,2,2023-11-05T08:49:00
2023-11-05T06:50:00Z,0,2,2023-11-05T08:50:00
2023-11-05T06:51:00Z,0,2,2023-11-05T08:51:00
2023-11-05T06:52:00Z,0,2,2023-11-05T08:52:00
2023-11-05T06:53:00Z,0,2,2023-11-05T08:53:00
2023-11-05T06:54:00Z,0,2,2023-11-05T08:54:00
2023-11-05T06:55:00Z,0,2,2023-11-05T08:55:00
2023-11-05T06:56:00Z,0,2,2023-11-05T08:56:00
2023-11-05T06:57:00Z,0,2,2023-11-05T08:57:00
2023-11-05T06:58:00Z,0,2,2023-11-05T08:58:00
2023-11-05T06:59:00Z,0,2,2023-11-05T08:59:00
2023-11-05T07:00:00Z,0,2,2023-11-05T09:00:00
2023-11-05T07:01:00Z,0,2,2023-11-05T09:01:00
2023-11-05T07:02:00Z,0,2,2023-11-05T09:02:00
2023-11-05T07:03:00Z,0,2,2023-11-05T09:03:00
2023-11-05T07:04:00Z,0,2,2023-11-05T09:04:00
2023-11-05T07:05:00Z,0,2,2023-11-05T09:05:00
2023-11-05T07:06:00Z,0,2,2023-11-05T09:06:00
2023-11-05T07:07:00Z,0,2,2023-11-05T09:07:00
2023-11-05T07:08:00Z,0,2,2023-11-05T09:08:00
2023-11-05T07:09:00Z,0,2,2023-11-05T09:09:00
2023-11-05T07:10:00Z,0,2,2023-11-05T09:10:00
2023-11-05T07:11:00Z,0,2,2023-11-05T09:11:00
2023-11-05T07:12:00Z,0,2,2023-11-05T09:12:00
2023-11-05T07:13:00Z,0,2,2023-11-05T09:13:00
2023-11-05T07:14:00Z,0,2,2023-11-05T09:14:00
2023-11-05T07:15:00Z,0,2,2023-11-05T09:15:00
2023-11-05T07:16:00Z,0,2,2023-11-05T09:16:00
2023-11-05T07:17:00Z,0,2,2023-11-05T09:17:00
2023-11-05T07:18:00Z,0,2,2023-11-05T09:18:00
2023-11-05T07:19:00Z,0,2,2023-11-05T09:19:00
2023-11-05T07:20:00Z,0,2,2023-11-05T09:20:00
2023-11-05T07:21:00Z,0,2,2023-11-05T09:21:00
2023-11-05T07:22:00Z,0,2,2023-11-05T09:22:00
2023-11-05T07:23:00Z,0,2,2023-11-05T09:23:00
2023-11-05T07:24:00Z,0,2,2023-11-05T09:24:00
2023-11-05T07:25:00Z,0,2,2023-11-05T09:25:00
2023-11-05T07:26:00Z,0,2,2023-11-05T09:26:00
2023-11-05T07:27:00Z,0,2,2023-11-05T09:27:00
2023-11-05T07:28:00Z,0,2,2023-11-05T09:28:00
2023-11-05T07:29:00Z,0,2,2023-11-05T09:29:00
2023-11-05T07:30:00Z,0,2,2023-11-05T09:30:00
2023-11-05T07:31:00Z,0,2,2023-11-05T09:31:00
2023-11-05T07:32:00Z,0,2,2023-11-05T09:32:00
2023-11-05T07:33:00Z,0,2,2023-11-05T09:33:00
2023-11-05T07:34:00Z,0,2,2023-11-05T09:34:00
2023-11-05T07:35:00Z,0,2,2023-11-05T09:35:00
2023-11-05T07:36:00Z,0,2,2023-11-05T09:36:00
2023-11-05T07:37:00Z,0,2,2023-11-05T09:37:00
2023-11-05T07:38:00Z,0,2,2023-11-05T09:38:00
2023-11-05T07:39:00Z,0,2,2023-11-05T09:39:00
2023-11-05T07:40:00Z,0,2,2023-11-05T09:40:00
2023-11-05T07:41:00Z,0,2,2023-11-05T09:41:00
2023-11-05T07:42:00Z,0,2,2023-11-05T09:42:00
2023-11-05T07:43:00Z,0,2,2023-11-05T09:43:00
2023-11-05T07:44:00Z,0,2,2023-11-05T09:44:00
2023-11-05T07:45:00Z,0,2,2023-11-05T09:45:00
2023-11-05T07:46:00Z,0,2,2023-11-05T09:46:00
2023-11-05T07:47:00Z,0,2,2023-11-05T09:47:00
2023-11-05T07:48:00Z,0,2,2023-11-05T09:48:00
2023-11-05T07:49:00Z,0,2,2023-11-05T09:49:00
2023-11-05T07:50:00Z,0,2,2023-11-05T09:50:00
2023-11-05T07:51:00Z,0,2,2023-11-05T09:51:00
2023-11-05T07:52:00Z,0,2,2023-11-05T09:52:00
2023-11-05T07:53:00Z,0,2,2023-11-05T09:53:00
2023-11-05T07:54:00Z,0,2,2023-11-05T09:54:00
2023-11-05T07:55:00Z,0,2,2023-11-05T09:55:00
2023-11-05T07:56:00Z,0,2,2023-11-05T09:56:00
2023-11-05T07:57:00Z,0,2,2023-11-05T09:57:00
2023-11-05T07:58:00Z,0,2,2023-11-05T09:58:00
2023-11-05T07:59:00Z,0,2,2023-11-05T09:59:00
2023-11-05T08:00:00Z,0,2,2023-11-05T10:00:00
2023-11-05T08:01:00Z,0,2,2023-11-05T10:01:00
2023-11-05T08:02:00Z,0,2,2023-11-05T10:02:00
2023-11-05T08:03:00Z,0,2,2023-11-05T10:03:00
2023-11-05T08:04:00Z,0,2,2023-11-05T10:04:00
2023-11-05T08:05:00Z,0,2,2023-11-05T10:05:00
2023-11-05T08:06:00Z,0,2,2023-11-05T10:06:00
2023-11-05T08:07:00Z,0,2,2023-11-05T10:07:00
2023-11-05T08:08:00Z,0,2,2023-11-05T10:08:00
2023-11-05T08:09:00Z,0,2,2023-11-05T10:09:00
2023-11-05T08:10:00Z,0,2,2023-11-05T10:10:00
2023-11-05T08:11:00Z,0,2,2023-11-05T10:11:00
2023-11-05T08:12:00Z,0,2,2023-11-05T10:12:00
2023-11-05T08:13:00Z,0,2,2023-11-05T10:13:00
2023-11-05T08:14:00Z,0,2,2023-11-05T10:14:00
2023-11-05T08:15:00Z,0,2,2023-11-05T10:15:00
2023-11-05T08:16:00Z,0,2,2023-11-05T10:16:00
2023-11-05T08:17:00Z,0,2,2023-11-05T10:17:00
2023-11-05T08:18:00Z,0,2,2023-11-05T10:18:00
2023-11-05T08:19:00Z,0,2,2023-11-05T10:19:00
2023-11-05T08:20:00Z,0,2,2023-11-05T10:20:00
2023-11-05T08:21:00Z,0,2,2023-11-05T10:21:00
2023-11-05T08:22:00Z,0,2,2023-11-05T10:22:00
2023-11-05T08:23:00Z,0,2,2023-11-05T10:23:00
2023-11-05T08:24:00Z,0,2,2023-11-05T10:24:00
2023-11-05T08:25:00Z,0,2,2023-11-05T10:25:00
2023-11-05T08:26:00Z,0,2,2023-11-05T10:26:00
2023-11-05T08:27:00Z,0,2,2023-11-05T10:27:00
2023-11-05T08:28:00Z,0,2,2023-11-05T10:28:00
2023-11-05T08:29:00Z,0,2,2023-11-05T10:29:00
2023-11-05T08:30:00Z,0,2,2023-11-05T10:30:00
2023-11-05T08:31:00Z,0,2,2023-11-05T10:31:00
2023-11-05T08:32:00Z,0,2,2023-11-05T10:32:00
2023-11-05T08:33:00Z,0,2,2023-11-05T10:33:00
2023-11-05T08:34:00Z,0,2,2023-11-05T10:34:00
2023-11-05T08:35:00Z,0,2,2023-11-05T10:35:00
2023-11-05T08:36:00Z,0,2,2023-11-05T10:36:00
2023-11-05T08:37:00Z,0,2,2023-11-05T10:37:00
2023-11-05T08:38:00Z,0,2,2023-11-05T10:38:00
2023-11-05T08:39:00Z,0,2,2023-11-05T10:39:00
2023-11-05T08:40:00Z,0,2,2023-11-05T10:40:00
2023-11-05T08:41:00Z,0,2,2023-11-05T10:41:00
2023-11-05T08:42:00Z,0,2,2023-11-05T10:42:00
2023-11-05T08:43:00Z,0,2,2023-11-05T10:43:00
2023-11-05T08:44:00Z,0,2,2023-11-05T10:44:00
2023-11-05T08:45:00Z,0,2,2023-11-05T10:45:00
2023-11-05T08:46:00Z,0,2,2023-11-05T10:46:00
2023-11-05T08:47:00Z,0,2,2023-11-05T10:47:00
2023-11-05T08:48:00Z,0,2,2023-11-05T10:48:00
2023-11-05T08:49:00Z,0,2,2023-11-05T10:49:00
2023-11-05T08:50:00Z,0,2,2023-11-05T10:50:00
2023-11-05T08:51:00Z,0,2,2023-11-05T10:51:00
2023-11-05T08:52:00Z,0,2,2023-11-05T10:52:00
2023-11-05T08:53:00Z,0,2,2023-11-05T10:53:00
2023-11-05T08:54:00Z,0,2,2023-11-05T10:54:00
2023-11-05T08:55:00Z,0,2,2023-11-05T10:55:00
2023-11-05T08:56:00Z,0,2,2023-11-05T10:56:00
2023-11-05T08:57:00Z,0,2,2023-11-05T10:57:00
2023-11-05T08:58:00Z,0,2,2023-11-05T10:58:00
2023-11-05T08:59:00Z,0,2,2023-11-05T10:59:00
2023-11-05T09:00:00Z,0,2,2023-11-05T11:00:00
2024-03-10T04:00:00Z,0,2,2024-03-10T06:00:00
2024-03-10T04:01:00Z,0,2,2024-03-10T06:01:00
2024-03-10T04:02:00Z,0,2,2024-03-10T06:02:00
2024-03-10T04:03:00Z,0,2,2024-03-10T06:03:00
2024-03-10T04:04:00Z,0,2,2024-03-10T06:04:00
2024-03-10T04:05:00Z,0,2,2024-03-10T06:05:00
2024-03-10T04:06:00Z,0,2,2024-03-10T06:06:00
2024-03-10T04:07:00Z,0,2,2024-03-10T06:07:00
2024-03-10T04:08:00Z,0,2,2024-03-10T06:08:00
2024-03-10T04:09:00Z,0,2,2024-03-10T06:09:00
2024-03-10T04:10:00Z,0,2,2024-03-10T06:10:00
2024-03-10T04:11:00Z,0,2,2024-03-10T06:11:00
2024-03-10T04:12:00Z,0,2,2024-03-10T06:12:00
2024-03-10T04:13:00Z,0,2,2024-03-10T06:13:00
2024-03-10T04:14:00Z,0,2,2024-03-10T06:14:00
2024-03-10T04:15:00Z,0,2,2024-03-10T06:15:00
2024-03-10T04:16:00Z,0,2,2024-03-10T06:16:00
2024-03-10T04:17:00Z,0,2,2024-03-10T06:17:00
2024-03-10T04:18:00Z,0,2,2024-03-10T06:18:00
2024-03-10T04:19:00Z,0,2,2024-03-10T06:19:00
2024-03-10T04:20:00Z,0,2,2024-03-10T06:20:00
2024-03-10T04:21:00Z,0,2,2024-03-10T06:21:00
2024-03-10T04:22:00Z,0,2,2024-03-10T06:22:00
2024-03-10T04:23:00Z,0,2,2024-03-10T06:23:00
2024-03-10T04:24:00Z,0,2,2024-03-10T06:24:00
2024-03-10T04:25:00Z,0,2,2024-03-10T06:25:00
2024-03-10T04:26:00Z,0,2,2024-03-10T06:26:00
2024-03-10T04:27:00Z,0,2,2024-03-10T06:27:00
2024-03-10T04:28:00Z,0,2,2024-03-10T06:28:00
2024-03-10T04:29:00Z,0,2,2024-03-10T06:29:00
2024-03-10T04:30:00Z,0,2,2024-03-10T06:30:00
2024-03-10T04:31:00Z,0,2,2024-03-10T06:31:00
2024-03-10T04:32:00Z,0,2,2024-03-10T06:32:00
2024-03-10T04:33:00Z,0,2,2024-03-10T06:33:00
2024-03-10T04:34:00Z,0,2,2024-03-10T06:34:00
2024-03-10T04:35:00Z,0,2,2024-03-10T06:35:00
2024-03-10T04:36:00Z,0,2,2024-03-10T06:36:00
2024-03-10T04:37:00Z,0,2,2024-03-10T06:37:00
2024-03-10T04:38:00Z,0,2,2024-03-10T06:38:00
2024-03-10T04:39:00Z,0,2,2024-03-10T06:39:00
2024-03-10T04:40:00Z,0,2,2024-03-10T06:40:00
2024-03-10T04:41:00Z,0,2,2024-03-10T06:41:00
2024-03-10T04:42:00Z,0,2,2024-03-10T06:42:00
2024-03-10T04:43:00Z,0,2,2024-03-10T06:43:00
2024-03-10T04:44:00Z,0,2,2024-03-10T06:44:00
2024-03-10T04:45:00Z,0,2,2024-03-10T06:45:00
2024-03-10T04:46:00Z,0,2,2024-03-10T06:46:00
2024-03-10T04:47:00Z,0,2,2024-03-10T06:47:00
2024-03-10T04:48:00Z,0,2,2024-03-10T06:48:00
2024-03-10T04:49:00Z,0,2,2024-03-10T06:49:00
2024-03-10T04:50:00Z,0,2,2024-03-10T06:50:00
2024-03-10T04:51:00Z,0,2,2024-03-10T06:51:00
2024-03-10T04:52:00Z,0,2,2024-03-10T06:52:00
2024-03-10T04:53:00Z,0,2,2024-03-10T06:53:00
2024-03-10T04:54:00Z,0,2,2024-03-10T06:54:00
2024-03-10T04:55:00Z,0,2,2024-03-10T06:55:00
2024-03-10T04:56:00Z,0,2,2024-03-10T06:56:00
2024-03-10T04:57:00Z,0,2,2024-03-10T06:57:00
2024-03-10T04:58:00Z,0,2,2024-03-10T06:58:00
2024-03-10T04:59:00Z,0,2,2024-03-10T06:59:00
2024-03-10T05:00:00Z,0,2,2024-03-10T07:00:00
2024-03-10T05:01:00Z,0,2,2024-03-10T07:01:00
2024-03-10T05:02:00Z,0,2,2024-03-10T07:02:00
2024-03-10T05:03:00Z,0,2,2024-03-10T07:03:00
2024-03-10T05:04:00Z,0,2,2024-03-10T07:04:00
2024-03-10T05:05:00Z,0,2,2024-03-10T07:05:00
2024-03-10T05:06:00Z,0,2,2024-03-10T07:06:00
2024-03-10T05:07:00Z,0,2,2024-03-10T07:07:00
2024-03-10T05:08:00Z,0,2,2024-03-10T07:08:00
2024-03-10T05:09:00Z,0,2,2024-03-10T07:09:00
2024-03-10T05:10:00Z,0,2,2024-03-10T07:10:00
2024-03-10T05:11:00Z,0,2,2024-03-10T07:11:00
2024-03-10T05:12:00Z,0,2,2024-03-10T07:12:00
2024-03-10T05:13:00Z,0,2,2024-03-10T07:13:00
2024-03-10T05:14:00Z,0,2,2024-03-10T07:14:00
2024-03-10T05:15:00Z,0,2,2024-03-10T07:15:00
2024-03-10T05:16:00Z,0,2,2024-03-10T07:16:00
2024-03-10T05:17:00Z,0,2,2024-03-10T07:17:00
2024-03-10T05:18:00Z,0,2,2024-03-10T07:18:00
2024-03-10T05:19:00Z,0,2,2024-03-10T07:19:00
2024-03-10T05:20:00Z,0,2,2024-03-10T07:20:00
2024-03-10T05:21:00Z,0,2,2024-03-10T07:21:00
2024-03-10T05:22:00Z,0,2,2024-03-10T07:22:00
2024-03-10T05:23:00Z,0,2,2024-03-10T07:23:00
2024-03-10T05:24:00Z,0,2,2024-03-10T07:24:00
2024-03-10T05:25:00Z,0,2,2024-03-10T07:25:00
2024-03-10T05:26:00Z,0,2,2024-03-10T07:26:00
2024-03-10T05:27:00Z,0,2,2024-03-10T07:27:00
2024-03-10T05:28:00Z,0,2,2024-03-10T07:28:00
2024-03-10T05:29:00Z,0,2,2024-03-10T07:29:00
2024-03-10T05:30:00Z,0,2,2024-03-10T07:30:00
2024-03-10T05:31:00Z,0,2,2024-03-10T07:31:00
2024-03-10T05:32:00Z,0,2,2024-03-10T07:32:00
2024-03-10T05:33:00Z,0,2,2024-03-10T07:33:00
2024-03-10T05:34:00Z,0,2,2024-03-10T07:34:00
2024-03-10T05:35:00Z,0,2,2024-03-10T07:35:00
2024-03-10T05:36:00Z,0,2,2024-03-10T07:36:00
2024-03-10T05:37:00Z,0,2,2024-03-10T07:37:00
2024-03-10T05:38:00Z,0,2,2024-03-10T07:38:00
2024-03-10T05:39:00Z,0,2,2024-03-10T07:39:00
2024-03-10T05:40:00Z,0,2,2024-03-10T07:40:00
2024-03-10T05:41:00Z,0,2,2024-03-10T07:41:00
2024-03-10T05:42:00Z,0,2,2024-03-10T07:42:00
2024-03-10T05:43:00Z,0,2,2024-03-10T07:43:00
2024-03-10T05:44:00Z,0,2,2024-03-10T07:44:00
2024-03-10T05:45:00Z,0,2,2024-03-10T07:45:00
2024-03-10T05:46:00Z,0,2,2024-03-10T07:46:00
2024-03-10T05:47:00Z,0,2,2024-03-10T07:47:00
2024-03-10T05:48:00Z,0,2,2024-03-10T07:48:00
2024-03-10T05:49:00Z,0,2,2024-03-10T07:49:00
2024-03-10T05:50:00Z,0,2,2024-03-10T07:50:00
2024-03-10T05:51:00Z,0,2,2024-03-10T07:51:00
2024-03-10T05:52:00Z,0,2,2024-03-10T07:52:00
2024-03-10T05:53:00Z,0,2,2024-03-10T07:53:00
2024-03-10T05:54:00Z,0,2,2024-03-10T07:54:00
2024-03-10T05:55:00Z,0,2,2024-03-10T07:55:00
2024-03-10T05:56:00Z,0,2,2024-03-10T07:56:00
2024-03-10T05:57:00Z,0,2,2024-03-10T07:57:00
2024-03-10T05:58:00Z,0,2,2024-03-10T07:58:00
2024-03-10T05:59:00Z,0,2,2024-03-10T07:59:00
2024-03-10T06:00:00Z,0,2,2024-03-10T08:00:00
2024-03-10T06:01:00Z,0,2,2024-03-10T08:01:00
2024-03-10T06:02:00Z,0,2,2024-03-10T08:02:00
2024-03-10T06:03:00Z,0,2,2024-03-10T08:03:00
2024-03-10T06:04:00Z,0,2,2024-03-10T08:04:00
2024-03-10T06:05:00Z,0,2,2024-03-10T08:05:00
2024-03-10T06:06:00Z,0,2,2024-03-10T08:06:00
2024-03-10T06:07:00Z,0,2,2024-03-10T08:07:00
2024-03-10T06:08:00Z,0,2,2024-03-10T08:08:00
2024-03-10T06:09:00Z,0,2,2024-03-10T08:09:00
2024-03-10T06:10:00Z,0,2,2024-03-10T08:10:00
2024-03-10T06:11:00Z,0,2,2024-03-10T08:11:00
2024-03-10T06:12:00Z,0,2,2024-03-10T08:12:00
2024-03-10T06:13:00Z,0,2,2024-03-10T08:13:00
2024-03-10T06:14:00Z,0,2,2024-03-10T08:14:00
2024-03-10T06:15:00Z,0,2,2024-03-10T08:15:00
2024-03-10T06:16:00Z,0,2,2024-03-10T08:16:00
2024-03-10T06:17:00Z,0,2,2024-03-10T08:17:00
2024-03-10T06:18:00Z,0,2,2024-03-10T08:18:00
2024-03-10T06:19:00Z,0,2,2024-03-10T08:19:00
2024-03-10T06:20:00Z,0,2,2024-03-10T08:20:00
2024-03-10T06:21:00Z,0,2,2024-03-10T08:21:00
2024-03-10T06:22:00Z,0,2,2024-03-10T08:22:00
2024-03-10T06:23:00Z,0,2,2024-03-10T08:23:00
